Cluster,customer_region,customer_age,vendor_count,product_count,is_chain,first_order,last_order,last_promo,engagement_duration,avg_order_frequency
1,4116.162790697675,26.427906976744186,12.984883720930233,33.325581395348834,17.711627906976744,4.832558139534884,84.76976744186047,,79.93720930232558,0.4183332534985057
2,5184.491302055878,25.139342821999648,4.116148304340186,7.569847127042699,3.745387453874539,16.054647689334036,76.96617466174662,,60.91152697241258,inf
3,5228.668100919225,39.99335028359085,2.951691766086446,5.248777625660082,2.551535302170937,28.825347154312535,63.67611969489536,,34.85077254058283,inf
4,5406.61947728687,25.05133789670193,1.7369321717486,2.6605476042314873,1.2078406969508402,61.77582451773491,73.3841008089608,,11.608276291225886,inf
5,5226.2221947602575,25.01569451309936,1.8051161641127038,2.709095402867029,1.3834651507661888,21.390509144834404,35.01445872466634,,13.623949579831933,inf
